index,Title,Time,Url,label,Body,summary,Location,latitude,longitude
229,Banda Sea 5.8 Magnitude Earthquake Shakes Darwin,2020-11-01 07:03 UTC,https://www.theepochtimes.com/banda-sea-5-8-magnitude-earthquake-shakes-darwin_3560236.html,1,"A 5.8 magnitude earthquake that struck in Indonesia?€?s Banda Sea has rattled Darwin.  More than 200 people in the Northern Territory over 500 kilometres away reported they felt the quake. The Bureau of Meteorology says there is no tsunami threat to Australia or any of its islands or territories. In May earlier this year, a 6.9 magnitude earthquake struck the same region?€?no damage was caused. According to United States Geological Survey the largest Pacific region quake in history was 8.5 magnitude in the Banda sea in between Papua New Guinea and Indonesia in 1938. The earthquake caused great damage by creating a 1.5-metre high tsunami. It was even was felt at Port Darwin, northern Australia over 700 kilometres away. The Epoch Times contributed to this article. Share this with everyone!",A 5.8 magnitude earthquake that struck in Indonesia?€?s Banda Sea has rattled Darwin.,Darwin,45.0969,-94.4137
230,"Earthquake kills at least 6 in Turkey, sets off small tsunami",2020-10-30 16:43 UTC,https://www.8newsnow.com/news/international/earthquake-kills-at-least-6-in-turkey-sets-off-small-tsunami/,1,"KLAS Please enter a search term. Please enter a search term.       ISTANBUL ?€? A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 19 people and injuring over 700 amid collapsed buildings and flooding, officials said. A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute. At least 17 people were killed in Izmir, Turkey?€?s third-largest city, including one who drowned, and 709 were injured, according to Turkey?€?s Disaster and Emergency Management Presidency, or AFAD. Among the dead were the wife and two children of the secretary-general of the Turkish Medical Association?€?s Izmir branch, the group said. On Samos, two teenagers died after being struck by a wall that collapsed. Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying ?€?Words are too poor to describe what one feels before the loss of children.?€? At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said. The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed. Others suffered less severe damage, he said, but did not give an exact number. Search-and-rescue efforts were underway in at least 17 buildings, AFAD said. Turkish media showed rescuers pulling people from the rubble, including one survivor who was found about six hours after the quake. Emergency teams continued digging after nightfall and cranes lifted concrete slabs from the wreckage.  It was felt across the eastern Greek islands and as far as the Greek capital, Athens, and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Istanbul?€?s governor said there were no reports of damage in the city, Turkey?€?s largest. Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion. Izmir Mayor Tunc Soyer urged residents to not enter damaged buildings and to be mindful of social distancing and mask mandates amid the COVID-19 pandemic. Clouds of dust or smoke rose from several spots as buildings collapsed in the quake. Greek seismologist Akis Tselentis told Greek state broadcaster ERT that due to the shallow depth of its epicenter ?€? roughly 10 kilometers ?€? potentially powerful aftershocks could be expected for several weeks and warned that buildings could collapse in a strong aftershock. The government and cities like Istanbul sent more than 3,000 rescue personnel to Izmir, as well as relief supplies. The Turkish Red Crescent set up kitchens. France offered assistance to both countries. The secretary of state for European affairs tweeted France?€?s ?€?full solidarity with Greece and Turkey?€? and said ?€?we are ready to offer the necessary aid.?€? The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers. Some islanders planned to spend the night in emergency tents for fear of aftershocks. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity. ?€?We pray that there is no further loss of live in Turkey or Greece and we send our best wishes to all those affected on both sides of the earthquake,?€? Turkey?€?s Communications Director Fahrettin Altun tweeted. ?€?This tragedy reminds us once again how close we are despite our differences over policy. We?€?re ready to help if Greece needs it.?€? Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey?€?s President Recep Tayyip Erdogan ?€?to offer my condolences for the tragic loss of life from the earthquake that struck both our countries. Whatever our differences, these are times when our people need to stand together.?€? Erdogan responded to the tweet with his thanks and offered his condolences. ?€?Turkey, too, is always ready to help Greece heal its wounds. That two neighbors show solidarity in difficult times is more valuable than many things in life,?€? he wrote. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and NATO allies. Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Our expert shares tips for effectively and efficiently cleaning kids?€? bedrooms and her top picks for products that help make children?€?s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can?€?t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it?€?s appropriate for your pets.","ISTANBUL ?€? A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 19 people and injuring over 700 amid collapsed buildings and flooding, officials said.
A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute.
At least 17 people were killed in Izmir, Turkey?€?s third-largest city, including one who drowned, and 709 were injured, according to Turkey?€?s Disaster and Emergency Management Presidency, or AFAD.
Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying ?€?Words are too poor to describe what one feels before the loss of children.?€? At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said.
Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed.
The secretary of state for European affairs tweeted France?€?s ?€?full solidarity with Greece and Turkey?€? and said ?€?we are ready to offer the necessary aid.?€? The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers.
We?€?re ready to help if Greece needs it.?€? Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey?€?s President Recep Tayyip Erdogan ?€?to offer my condolences for the tragic loss of life from the earthquake that struck both our countries.
Whatever our differences, these are times when our people need to stand together.?€? Erdogan responded to the tweet with his thanks and offered his condolences.",Athens,33.9508,-83.3689
231,"7.0 Earthquake In Aegean Sea Shakes Turkey, Greece; Building Toppled, Tsunami Floods Streets",2020-10-30 13:18 UTC,https://sanfrancisco.cbslocal.com/2020/10/30/7-0-earthquake-in-aegean-sea-shakes-turkey-greece-building-toppled-tsunami-floods-streets/,1,"Watch CBS News 
October 30, 2020 / 12:24 PM
          / CBS San Francisco
         ISTANBUL (AP) -- A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 14 people and injuring over 600 amid collapsed buildings and flooding, officials said. A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute. At least 12 people were killed in Izmir, Turkey's third-largest city, including one who drowned, and 607 were injured, according to Turkey's Disaster and Emergency Management Presidency, or AFAD. On Samos, two teenagers died after being struck by a wall that collapsed. Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying ""Words are too poor to describe what one feels before the loss of children."" At least 19 people were injured in Samos, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said. The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed. Others suffered less severe damage, he said, but did not give an exact number. Search-and-rescue efforts were underway in at least 17 buildings, AFAD said. Turkish media showed rescuers pulling people from the rubble, including one survivor who was found about six hours after the quake. Emergency teams continued digging after nightfall and cranes lifted concrete slabs from the wreckage.  It was felt across the eastern Greek islands and as far as the Greek capital, Athens, and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Istanbul's governor said there were no reports of damage in the city, Turkey's largest. Allah yard??mc??m??z olsun ???? #izmir #deprem pic.twitter.com/a8lVajXp1A Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion. Izmir Mayor Tunc Soyer urged residents to not enter damaged buildings and to be mindful of social distancing and mask mandates amid the COVID-19 pandemic. Clouds of dust or smoke rose from several spots as buildings collapsed in the quake. Greek seismologist Akis Tselentis told Greek state broadcaster ERT that due to the shallow depth of its epicenter ?€? roughly 10 kilometers ?€? potentially powerful aftershocks could be expected for several weeks and warned that buildings could collapse in a strong aftershock. The government and cities like Istanbul sent about 2,800 rescue personnel to Izmir, as well as relief supplies. The Turkish Red Crescent set up kitchens. France offered assistance to both countries. The secretary of state for European affairs tweeted France's ""full solidarity with Greece and Turkey"" and said ""we are ready to offer the necessary aid."" The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers. Some islanders planned to spend the night in emergency tents for fear of aftershocks. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity. ""We pray that there is no further loss of live in Turkey or Greece and we send our best wishes to all those affected on both sides of the earthquake,"" Turkey's Communications Director Fahrettin Altun tweeted. ""This tragedy reminds us once again how close we are despite our differences over policy. We're ready to help if Greece needs it."" Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey's President Recep Tayyip Erdogan ""to offer my condolences for the tragic loss of life from the earthquake that struck both our countries. Whatever our differences, these are times when our people need to stand together."" #depremSeferihisar'da depremin ard??ndan deniz ta??k??n?? ve tsunami #izmirdeprem#SONDAK??KA pic.twitter.com/lE4T5LRTjF Erdogan responded to the tweet with his thanks and offered his condolences. ""Turkey, too, is always ready to help Greece heal its wounds. That two neighbors show solidarity in difficult times is more valuable than many things in life,"" he wrote. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and NATO allies. ?? ?? Copyright 2020 The Associated Press. All Rights Reserved. This material may not be published, broadcast, rewritten or redistributed.    ??2023 CBS Broadcasting Inc. All Rights Reserved.","ISTANBUL (AP) -- A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 14 people and injuring over 600 amid collapsed buildings and flooding, officials said.
A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute.
At least 12 people were killed in Izmir, Turkey's third-largest city, including one who drowned, and 607 were injured, according to Turkey's Disaster and Emergency Management Presidency, or AFAD.
Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying ""Words are too poor to describe what one feels before the loss of children."" At least 19 people were injured in Samos, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said.
#izmir #deprem pic.twitter.com/a8lVajXp1A Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion.
The secretary of state for European affairs tweeted France's ""full solidarity with Greece and Turkey"" and said ""we are ready to offer the necessary aid."" The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers.
We're ready to help if Greece needs it."" Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey's President Recep Tayyip Erdogan ""to offer my condolences for the tragic loss of life from the earthquake that struck both our countries.
??2023 CBS Broadcasting Inc. All Rights Reserved.",Athens,33.9508,-83.3689
233,Alaska earthquake measuring 7.5 triggers tsunami warning,2020-10-19 22:06 UTC,https://abc7.com/weather/alaska-earthquake-measuring-75-triggers-tsunami-warning/7166387/,1,"WATCH LIVE Parts of southern Alaska are under a tsunami warning after a reported magnitude 7.5 earthquake off Sand Point, Alaska. JUNEAU, Alaska (KABC) -- Parts of southern Alaska are under a tsunami warning after a reported magnitude 7.5 earthquake off Sand Point, Alaska.  It was initially estimated at 7.4 and then the magnitude was upgraded to 7.5. Southern California officials say there is no threat of tsunami off the coast here. Anaheim parents demand change after school principal is assaulted Belgium destroys American beer shipment after taking issue with slogan Woman fatally struck by large rock while driving","WATCH LIVE Parts of southern Alaska are under a tsunami warning after a reported magnitude 7.5 earthquake off Sand Point, Alaska.",Sand Point,55.3227,-160.4834
234,2.1 magnitude earthquake reported in Millers Creek,2020-09-21 14:45 UTC,https://myfox8.com/news/2-1-magnitude-earthquake-reported-in-millers-creek/,1,"FOX8 WGHP Please enter a search term. Please enter a search term. Seismometer (Getty Images)    Seismometer (Getty Images)    MILLERS CREEK, N.C. ?€? A 2.1 magnitude earthquake was reported a short distance away from Wilkesboro.   No one has reported feeling the earthquake to the USGS.  This quake comes less than two months after a 5.1 magnitude earthquake hit Sparta on Aug. 9 and caused damage to the community.  The Millers Creek earthquake was 33 miles away from the epicenter of the Sparta earthquake. 
Submit 


 ?? Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.  Our expert shares tips for effectively and efficiently cleaning kids?€? bedrooms and her top picks for products that help make children?€?s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can?€?t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it?€?s appropriate for your pets. Thanks for signing up! Watch for us in your inbox. Subscribe Now","FOX8 WGHP Please enter a search term.
Please enter a search term.
Our expert shares tips for effectively and efficiently cleaning kids?€? bedrooms and her top picks for products that help make children?€?s items cleaner and safer.",Millers Creek,36.1909,-81.2356
236,"4.5 magnitude earthquake hits San Gabriel Valley, with shaking felt throughout SoCal",2020-09-19 08:07 UTC,https://abc7news.com/weather/45-magnitude-earthquake-rocks-san-gabriel-valley/6446110/,1,"WATCH LIVE Seismologist Dr. Lucy Jones talks to Eyewitness News about the 4.6 magnitude earthquake that rattled SoCal Friday night. LOS ANGELES -- An earthquake with a preliminary magnitude of 4.5 rattled Southern California Friday night, hitting near South El Monte with shaking felt in a wide swath of the region.  Seismologist Dr. Lucy Jones told Eyewitness News the quake was similar in type and location to the deadly 1987 Whittier-Narrows quake which had a magnitude of 5.9. But this one was much smaller in power. ""Here in Pasadena I felt it,"" Jones said. ""It woke me up."" She added that there were at least two aftershocks, measuring 2.1 and 1.6. She also said there is a 5% chance that it was a foreshock to a larger quake.  There is also about a 50% chance of additional small aftershocks within the next 24 hours, she said. The earthquake was initially estimated at 4.8, then downgraded to 4.6 and then to 4.5. A shake map produced by the USGS indicates the rattling was felt south to San Diego, north to Santa Barbara and east well out into the Inland Empire and the Mojave Desert, as well as off the coast on Catalina and Santa Cruz islands.   There were no immediate reports of significant damage or injuries, but local police and fire departments said they were on alert and surveying their communities for damage. Los Angeles International Airport also reported not finding any damage. Google 'committed' to massive complex in downtown San Jose Bay Area mom accused in teen party scandal called a 'predator' Thieves hit fire-damaged SF apartment 2 days in a row","WATCH LIVE Seismologist Dr. Lucy Jones talks to Eyewitness News about the 4.6 magnitude earthquake that rattled SoCal Friday night.
LOS ANGELES -- An earthquake with a preliminary magnitude of 4.5 rattled Southern California Friday night, hitting near South El Monte with shaking felt in a wide swath of the region.",Los Angeles,34.1141,-118.4068
307,"Homeowners should check for potential damage following recent earthquake, expert says",2020-11-09 23:30 UTC,https://www.wpri.com/community/environment/homeowners-should-check-for-potential-damage-following-recent-earthquake-expert-says/,1,"WPRI.com Please enter a search term. Please enter a search term.     PROVIDENCE, R.I. (WPRI) ??€ Residents across Southern New England woke up to the ground shaking Sunday morning when a 3.6 magnitude earthquake struck Buzzards Bay, according to the U.S. Geological Survey. Dr. John Ebel, a research scientist at Weston Observatory, said the earthquake was felt as far up as southern New Hampshire and as far west as Hartford, Connecticut. The New Bedford Fire Department is advised anyone who felt the earthquake to check their gas lines, furnace and smokestack for potential damage and make sure they have a working carbon monoxide detector. If there?€?s no apparent damage, Vice President of Home and Commercial services with GEM Plumbing Joseph Andrade said homeowners should conduct a visual inspection to make sure nothing has shifted or moved out of place. ?€?Any of the gas piping, or anything to do with the piping of the household, check to make sure nothing has broken and there?€?s nothing leaking,?€? Andrade said. Andrade said homeowners that smell a gas-like odor should vacate immediately and call 911. ?€?I would call the authorities to shut it down and basically have a licensed professional go in and take a look at it and make the repairs,?€? he said. 12 News has learned National Grid inspected its??gas and electric systems across Rhode Island and Massachusetts soon after Sunday?€?s earthquake. No damage was reported. Andrade said another sign to look for is a change in water pressure. ?€?Sometimes you can hear water leaking, you can see water leakin, or something under the ground is pinched or broken off,?€? he said. ?€?Homeowners will notice a drop in water pressure.?€? In case another earthquake hits the region in the near future, Andrade suggested ensuring that all pipes are properly secured and equipment is fastened down to prevent further damage. Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Thanks for signing up! Watch for us in your inbox. Subscribe Now","The New Bedford Fire Department is advised anyone who felt the earthquake to check their gas lines, furnace and smokestack for potential damage and make sure they have a working carbon monoxide detector.
If there?€?s no apparent damage, Vice President of Home and Commercial services with GEM Plumbing Joseph Andrade said homeowners should conduct a visual inspection to make sure nothing has shifted or moved out of place.
?€?Any of the gas piping, or anything to do with the piping of the household, check to make sure nothing has broken and there?€?s nothing leaking,?€? Andrade said.
Andrade said another sign to look for is a change in water pressure.",Home,47.279,-122.7745
308,Strongest earthquake since 1976 shakes southern New England,2020-11-09 01:55 UTC,https://www.thewesterlysun.com/news/westerly/strongest-earthquake-since-1976-shakes-southern-new-england/article_b8a53e60-222b-11eb-9362-3b98a337853b.html,1," Rain showers early will evolve into a more steady rain overnight. Low 51F. Winds ESE at 10 to 20 mph. Chance of rain 90%. Rainfall near an inch.   BOSTON ?€? The strongest earthquake to hit southern New England in decades rattled homes and nerves Sunday morning, but didn?€?t cause any significant damage, authorities said. The 3.6 magnitude earthquake centered off the coast of New Bedford, Massachusetts, in Buzzards Bay struck just after 9 a.m., according to the U.S. Geological Survey?€?s National Earthquake Information Center. The earthquake hit at a depth of a little more than 9.3 miles and was felt across Massachusetts, Rhode Island, and into Connecticut and Long Island, New York. It was the strongest earthquake in the area since a magnitude 3.5 temblor hit in March 1976, said Paul Caruso, a USGS geophysicist. About 14,000 people went to the agency?€?s website to report the earthquake, including people from Easthampton, Massachusetts, and Hartford, Connecticut, both about 100 miles away, and several from more than 50 miles away in Boston, he said. That?€?s not unusual in New England. ?€?It?€?s common for them to be felt very far away because the rock here is old and continuous and transmits the energy a long way,?€? Caruso said. Ali Kenner Brodsky, who lives in Dartmouth, Massachusetts, not far from the epicenter, was sitting in her kitchen talking with her son, when it hit. ?€?It was a rumbling. It sounded like something exploded. It rumbled. The whole house shook,?€? she said. She said it lasted around 10 to 15 seconds. ?€?In that moment, it feels like it?€?s going on forever.?€? Her husband, Sam, ran to the basement because he thought the boiler blew up. Magnitude 3.6 earthquakes rarely cause major damage, Caruso said. Chris Besse, a spokesman for the Massachusetts Emergency Management Agency, said it had not received any reports of significant damage. There were some reports of minor damage. Police in Fall River tweeted that they received numerous phone calls about the quake, including reports of items falling off of shelves, and street signs getting uprooted.      Keep it Clean. Please avoid obscene, vulgar, lewd,
racist or sexually-oriented language.
PLEASE TURN OFF YOUR CAPS LOCK.
Don't Threaten. Threats of harming another
person will not be tolerated.
Be Truthful. Don't knowingly lie about anyone
or anything.
Be Nice. No racism, sexism or any sort of -ism
that is degrading to another person.
Be Proactive. Use the 'Report' link on
each comment to let us know of abusive posts.
Share with Us. We'd love to hear eyewitness
accounts, the history behind an article.
  100 Main Street, Westerly, RI 02891 + 401-348-1000 circulation@ricentral.com news@thewesterlysun.com classified@thewesterlysun.com  Advertise with us","Rain showers early will evolve into a more steady rain overnight.
Chance of rain 90%.
?€?It was a rumbling.
It rumbled.
person will not be tolerated.
Don't knowingly lie about anyone
that is degrading to another person.
each comment to let us know of abusive posts.",New England,46.5408,-102.8669
322,7.5-magnitude earthquake near Alaska generates small tsunami,2020-10-19 23:57 UTC,https://www.wvtm13.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931,1,"The latest breaking updates, delivered straight to your email inbox. The magnitude 7.5 earthquake near Sand Point, Alaska, generated a tsunami, Scott Langley with the National Tsunami Warning Center said Monday afternoon. Langley said the tsunami sent two waves, each measuring 4 feet, 3 inches high. But observers onshore reported the waves appeared to be 1.5 feet and 2 feet over high tide. The center is monitoring harbors in a 500-mile area along the Alaska coastline, he said. Tsunami advisories issued for parts of Alaska and the state of Hawaii following the earthquake were canceled Monday night, according to tweets from the National Weather Service Pacific Tsunami Warning Center (NWS PTWC). Langley said earlier the area in Alaska that had been subject to the warning and advisory is ""pretty remote."" ""For other US and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said. The earthquake's epicenter was recorded less than 60 miles from Sand Point, near the Aleutian Peninsula in the southwestern part of the state. ""We did feel it,"" Sand Point Clinic employee Lorna Osterback said of the quake. ""This is a big one."" Osterback said residents of the town would be heading to higher ground away from the shoreline as they wait out the tsunami threat. ""We expect we will have another one in about half an hour,"" noted Osterback. ""We're right on the fault line. I grew up here and it's kind of normal."" Jeanette Piniones Navales moved her family from Kodiak Island to higher ground on Pillar Mountain when the tsunami alerts sounded Monday. She said she has lived in Kodiak since 2014 and this is her sixth time experiencing a tsunami warning. ""I got nervous and immediately convinced my family to move (to) high ground to be safe,"" she told CNN. Candace Nelson, her kids and dogs hid under the table as the earthquake shook Cold Bay, about 90 miles west of Sand Point. ""My kids are all doing good. Brooke, Wilder and Scout all huddled under our kitchen table till the shaking stopped,"" she told CNN as the family waited for more news about the tsunami. ""The dogs were more concerned as to what the heck we were doing under the table."" Residents of Homer could also be seen driving to higher ground after being given evacuation orders. Several aftershocks, including one with a magnitude of 5.9 and one that was 5.8, struck in the hour after the big quake. Hearst Television participates in various affiliate marketing programs, which means we may get paid commissions on editorially chosen products purchased through our links to retailer sites.","The magnitude 7.5 earthquake near Sand Point, Alaska, generated a tsunami, Scott Langley with the National Tsunami Warning Center said Monday afternoon.
Langley said the tsunami sent two waves, each measuring 4 feet, 3 inches high.
Langley said earlier the area in Alaska that had been subject to the warning and advisory is ""pretty remote."" ""For other US and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said.
""This is a big one."" Osterback said residents of the town would be heading to higher ground away from the shoreline as they wait out the tsunami threat.",Canadian,35.9096,-100.3838
323,7.5-magnitude earthquake near Alaska generates small tsunami,2020-10-19 23:57 UTC,https://www.wmur.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931,1,"The latest breaking updates, delivered straight to your email inbox. The magnitude 7.5 earthquake near Sand Point, Alaska, generated a tsunami, Scott Langley with the National Tsunami Warning Center said Monday afternoon. Langley said the tsunami sent two waves, each measuring 4 feet, 3 inches high. But observers onshore reported the waves appeared to be 1.5 feet and 2 feet over high tide. The center is monitoring harbors in a 500-mile area along the Alaska coastline, he said. Tsunami advisories issued for parts of Alaska and the state of Hawaii following the earthquake were canceled Monday night, according to tweets from the National Weather Service Pacific Tsunami Warning Center (NWS PTWC). Langley said earlier the area in Alaska that had been subject to the warning and advisory is ""pretty remote."" ""For other US and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said. The earthquake's epicenter was recorded less than 60 miles from Sand Point, near the Aleutian Peninsula in the southwestern part of the state. ""We did feel it,"" Sand Point Clinic employee Lorna Osterback said of the quake. ""This is a big one."" Osterback said residents of the town would be heading to higher ground away from the shoreline as they wait out the tsunami threat. ""We expect we will have another one in about half an hour,"" noted Osterback. ""We're right on the fault line. I grew up here and it's kind of normal."" Jeanette Piniones Navales moved her family from Kodiak Island to higher ground on Pillar Mountain when the tsunami alerts sounded Monday. She said she has lived in Kodiak since 2014 and this is her sixth time experiencing a tsunami warning. ""I got nervous and immediately convinced my family to move (to) high ground to be safe,"" she told CNN. Candace Nelson, her kids and dogs hid under the table as the earthquake shook Cold Bay, about 90 miles west of Sand Point. ""My kids are all doing good. Brooke, Wilder and Scout all huddled under our kitchen table till the shaking stopped,"" she told CNN as the family waited for more news about the tsunami. ""The dogs were more concerned as to what the heck we were doing under the table."" Residents of Homer could also be seen driving to higher ground after being given evacuation orders. Several aftershocks, including one with a magnitude of 5.9 and one that was 5.8, struck in the hour after the big quake. Hearst Television participates in various affiliate marketing programs, which means we may get paid commissions on editorially chosen products purchased through our links to retailer sites.","The magnitude 7.5 earthquake near Sand Point, Alaska, generated a tsunami, Scott Langley with the National Tsunami Warning Center said Monday afternoon.
Langley said the tsunami sent two waves, each measuring 4 feet, 3 inches high.
Langley said earlier the area in Alaska that had been subject to the warning and advisory is ""pretty remote."" ""For other US and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said.
""This is a big one."" Osterback said residents of the town would be heading to higher ground away from the shoreline as they wait out the tsunami threat.",Canadian,35.9096,-100.3838
324,7.5-magnitude earthquake near Alaska generates small tsunami,2020-10-19 23:57 UTC,https://www.wmtw.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931,1,"The latest breaking updates, delivered straight to your email inbox. The magnitude 7.5 earthquake near Sand Point, Alaska, generated a tsunami, Scott Langley with the National Tsunami Warning Center said Monday afternoon. Langley said the tsunami sent two waves, each measuring 4 feet, 3 inches high. But observers onshore reported the waves appeared to be 1.5 feet and 2 feet over high tide. The center is monitoring harbors in a 500-mile area along the Alaska coastline, he said. Tsunami advisories issued for parts of Alaska and the state of Hawaii following the earthquake were canceled Monday night, according to tweets from the National Weather Service Pacific Tsunami Warning Center (NWS PTWC). Langley said earlier the area in Alaska that had been subject to the warning and advisory is ""pretty remote."" ""For other US and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said. The earthquake's epicenter was recorded less than 60 miles from Sand Point, near the Aleutian Peninsula in the southwestern part of the state. ""We did feel it,"" Sand Point Clinic employee Lorna Osterback said of the quake. ""This is a big one."" Osterback said residents of the town would be heading to higher ground away from the shoreline as they wait out the tsunami threat. ""We expect we will have another one in about half an hour,"" noted Osterback. ""We're right on the fault line. I grew up here and it's kind of normal."" Jeanette Piniones Navales moved her family from Kodiak Island to higher ground on Pillar Mountain when the tsunami alerts sounded Monday. She said she has lived in Kodiak since 2014 and this is her sixth time experiencing a tsunami warning. ""I got nervous and immediately convinced my family to move (to) high ground to be safe,"" she told CNN. Candace Nelson, her kids and dogs hid under the table as the earthquake shook Cold Bay, about 90 miles west of Sand Point. ""My kids are all doing good. Brooke, Wilder and Scout all huddled under our kitchen table till the shaking stopped,"" she told CNN as the family waited for more news about the tsunami. ""The dogs were more concerned as to what the heck we were doing under the table."" Residents of Homer could also be seen driving to higher ground after being given evacuation orders. Several aftershocks, including one with a magnitude of 5.9 and one that was 5.8, struck in the hour after the big quake. Hearst Television participates in various affiliate marketing programs, which means we may get paid commissions on editorially chosen products purchased through our links to retailer sites.","The magnitude 7.5 earthquake near Sand Point, Alaska, generated a tsunami, Scott Langley with the National Tsunami Warning Center said Monday afternoon.
Langley said the tsunami sent two waves, each measuring 4 feet, 3 inches high.
Langley said earlier the area in Alaska that had been subject to the warning and advisory is ""pretty remote."" ""For other US and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said.
""This is a big one."" Osterback said residents of the town would be heading to higher ground away from the shoreline as they wait out the tsunami threat.",Canadian,35.9096,-100.3838
