index,Title,Time,Url,Body,summ,Location,latitude,longitude
524,2.9 magnitude earthquake shakes west Texas,2020-04-25 20:27 UTC,https://abc13.com/29-magnitude-earthquake-shakes-west-texas/6129258/,"WATCH LIVE Learn more from AccuWeather about what an earthquake is and it is caused. VAN HORN, Texas (KTRK) -- Another earthquake has shaken parts of far west Texas. The 2.9 magnitude quake happened around 10 a.m. near Van Horn, Texas, which is around 120 miles east of El Paso. It originated approximately 5.1 miles below the surface of the earth.  There were no reports of damage in the area, which is sparsely populated. A 3.1 magnitude earthquake shook the same region on April 21. That quake originated just outside of Odessa. The area has been the most active quake zone in the state recently, according to the website earthquaketrack.com. Worker injured during accident involving power lines, deputies say Cruise line let passenger's body decompose, lawsuit says Houston man indicted for alleged threat to kill US Rep. Waters","The 2.9 magnitude quake happened around 10 a.m. near Van Horn, Texas, which is around 120 miles east of El Paso.",El Paso,31.8476,-106.43
527,Magnitude 6.5 earthquake shakes Idaho,2020-04-01 00:20 UTC,https://www.abcactionnews.com/news/national/magnitude-6-5-earthquake-shakes-idaho,"Menu  A magnitude 6.5 earthquake has struck Idaho, with the reported epicenter 100 miles northeast of the state's capital of Boise, the USGS reported on Tuesday. The earthquake was centered in remote, mountainous areas of Idaho, but could be felt in Boise and in other areas of the state.  The earthquake was also reportedly also felt in Utah and Montana.  Tuesday's earthquake marked the largest in Idaho since the Borah Peak earthquake of 1983.   Report a typo","Menu  A magnitude 6.5 earthquake has struck Idaho, with the reported epicenter 100 miles northeast of the state's capital of Boise, the USGS reported on Tuesday.",Boise,43.6005,-116.2308
528,"Magnitude 6.5 earthquake shakes Idaho, Utah, Montana",2020-04-01 00:20 UTC,https://www.kgun9.com/news/national/magnitude-6-5-earthquake-shakes-idaho,"Menu  A magnitude 6.5 earthquake has struck Idaho, with the reported epicenter 100 miles northeast of the state's capital of Boise, the USGS reported on Tuesday. The earthquake was centered in remote, mountainous areas of Idaho, but could be felt in Boise and in other areas of the state.  The earthquake was also reportedly also felt in Utah and Montana.  Tuesday's earthquake marked the largest in Idaho since the Borah Peak earthquake of 1983.   Report a typo","Menu  A magnitude 6.5 earthquake has struck Idaho, with the reported epicenter 100 miles northeast of the state's capital of Boise, the USGS reported on Tuesday.",Boise,43.6005,-116.2308
529,"Magnitude 6.5 earthquake shakes Idaho, Utah, Montana",2020-04-01 00:20 UTC,https://www.lex18.com/news/national/magnitude-6-5-earthquake-shakes-idaho,"Menu A magnitude 6.5 earthquake has struck Idaho, with the reported epicenter 100 miles northeast of the state's capital of Boise, the USGS reported on Tuesday. The earthquake was centered in remote, mountainous areas of Idaho, but could be felt in Boise and in other areas of the state.  The earthquake was reportedly also felt in Utah and Montana.  Tuesday's earthquake marked the largest in Idaho since the Borah Peak earthquake of 1983.  Report a typo","Menu A magnitude 6.5 earthquake has struck Idaho, with the reported epicenter 100 miles northeast of the state's capital of Boise, the USGS reported on Tuesday.",Boise,43.6005,-116.2308
533,"Magnitude 5.7 earthquake rocks Utah, state's strongest since 1992",2020-03-18 13:58 UTC,https://abc13.com/magnitude-57-earthquake-rocks-utah/6024425/,"WATCH LIVE A magnitude 5.7 earthquake rocked parts of Utah, the state's strongest since 1992, ABC News reported. A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport. The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported. There were no initial reports of major damage to buildings or injuries, said Utah Emergency Management spokesman Joe Dougherty. Operations at Salt Lake City International Airport came to a halt and the control tower and concourses were evacuated, the airport tweeted. The quake also shut down the light rail service for Salt Lake City and its suburbs. Residents reported feeling shaking across a 100-mile (160 kilometer) area, with the heaviest impact in Salt Lake County, officials said. Some residents ran from their homes and into the streets as they felt the earthquake shake buildings for 10 to 15 seconds. The quake knocked pictures from walls and dishes from shelves, and people reported feeling it in the neighboring states of Colorado, Idaho, Wyoming and Nevada. Gov. Gary Herbert warned people to stay away from downtown Salt Lake City while officials assess damage. About 55,000 people lost electricity in the Salt Lake City area, said utility Rocky Mountain Power. The road to the Salt Lake International Airport was closed and officials asked people not to head to the airport. It was the largest earthquake to hit Utah since a 5.9 magnitude quake shook southern Utah in 1992, according to Utah Emergency Management. Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.  Worker injured during accident involving power lines, deputies say Cruise line let passenger's body decompose, lawsuit says Houston man indicted for alleged threat to kill US Rep. Waters","A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport.
The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported.
Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.",Salt Lake City,40.7776,-111.9311
534,"Magnitude 5.7 earthquake rocks Utah, state's strongest since 1992",2020-03-18 13:51 UTC,https://abc7ny.com/magnitude-57-earthquake-rocks-utah/6024425/,"WATCH LIVE A magnitude 5.7 earthquake rocked parts of Utah, the state's strongest since 1992, ABC News reported. A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport. The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported. There were no initial reports of major damage to buildings or injuries, said Utah Emergency Management spokesman Joe Dougherty. Operations at Salt Lake City International Airport came to a halt and the control tower and concourses were evacuated, the airport tweeted. The quake also shut down the light rail service for Salt Lake City and its suburbs. Residents reported feeling shaking across a 100-mile (160 kilometer) area, with the heaviest impact in Salt Lake County, officials said. Some residents ran from their homes and into the streets as they felt the earthquake shake buildings for 10 to 15 seconds. The quake knocked pictures from walls and dishes from shelves, and people reported feeling it in the neighboring states of Colorado, Idaho, Wyoming and Nevada. Gov. Gary Herbert warned people to stay away from downtown Salt Lake City while officials assess damage. About 55,000 people lost electricity in the Salt Lake City area, said utility Rocky Mountain Power. The road to the Salt Lake International Airport was closed and officials asked people not to head to the airport. It was the largest earthquake to hit Utah since a 5.9 magnitude quake shook southern Utah in 1992, according to Utah Emergency Management. Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.  Simone Biles, Jonathan Owens tie the knot Police search for gunman in Bronx shooting that left teen injured  Man accused of murdering brother, disposing of body","A 5.7-magnitude earthquake shook Salt Lake City and its suburbs early Wednesday, sending spooked residents fleeing their homes, knocking out power for tens of thousands and closing the city's airport.
The epicenter was just southwest of Salt Lake City and about 2.8 million in the state probably felt the quake, the U.S. Geological Survey reported.
Most shaking was reported in the Salt Lake County area, near the epicenter in the Salt Lake City suburb of Magna but the quake was felt 80 miles away (130 kilometers) in the Utah city of Logan.",Salt Lake City,40.7776,-111.9311
535,Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.wkbw.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city,"Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
U.S. Geological Survey.

 The earthquake hit just after 7 a.m. local time. USGS says the earthquake's epicenter was recorded about two miles northwest of Magna, Utah, an eastern suburb of Salt Lake City, and it was likely felt by an estimated 2.8 million people. The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.  EMA officials says power was knocked out in some areas after the quake.  Utah Department of Transportation spokesman John Gleason said there are no initial reports of damage to Utah roadways or bridges.  Several local schools suspended meal services due to the earthquake. There were no immediate reports of any injuries.  This story is breaking and will be updated. ","Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.",Salt Lake City,40.7776,-111.9311
536,Earthquake rattles upstate New York,2020-03-11 12:56 UTC,https://abc7ny.com/weather/earthquake-rattles-upstate-new-york/6003056/,"WATCH LIVE A magnitude 3.1 earthquake struck an area near the upstate New York city of Glens Falls. GLENS FALLS, New York -- A magnitude 3.1 earthquake struck an area near the upstate New York city of Glens Falls on Wednesday, the U.S. Geological Survey said.  The Post-Star of Glens Falls reported  that the quake was strong enough to noticeably shake houses throughout the region. ""At first I thought it was a log truck that went ripping by,"" Warrensburg resident Jim Coughlin told the newspaper. ""Then I got an alert from my weather app that it was an earthquake."" There were no reports of injuries or damage. ---------- * Get Eyewitness News Delivered  *  Follow us on YouTube  * More local news * Send us a news tip * Download the abc7NY app for breaking news alerts Simone Biles, Jonathan Owens tie the knot Police search for gunman in Bronx shooting that left teen injured  Man accused of murdering brother, disposing of body",WATCH LIVE A magnitude 3.1 earthquake struck an area near the upstate New York city of Glens Falls.,New York,40.6943,-73.9249
652,1.5 magnitude earthquake felt near North Conway Saturday morning,2020-05-24 22:23 UTC,https://www.wmur.com/article/15-magnitude-earthquake-felt-near-north-conway-saturday-morning/32655410,"USGS reported event The latest breaking updates, delivered straight to your email inbox. USGS reported event A small earthquake hit the Granite State early Saturday morning. >> Download the free WMUR app The U.S. Geological Survey reported the 1.5 magnitude earthquake was centered near North Conway.  More information can be found at the USGS website. Hearst Television participates in various affiliate marketing programs, which means we may get paid commissions on editorially chosen products purchased through our links to retailer sites.",USGS reported event A small earthquake hit the Granite State early Saturday morning.,North Conway,44.0415,-71.1224
653,Nevada Gov. Steve Sisolak declares state of emergency for earthquake road repairs,2020-05-22 00:21 UTC,https://www.ktnv.com/news/nevada-gov-steve-sisolak-declares-state-of-emergency-for-earthquake-road-repairs,"Menu NEVADA (KTNV) — Nevada Gov. Steve Sisolak has declared a state of emergency for US 95, US Route 6, and US Route 360 due to the damage caused by a 6.5 magnitude earthquake back on May 15. The quake generated vast disruptions and extensive damage to transportation routes in Esmeralda, Mineral, and Nye counties.   — KTNV Action News (@KTNV) May 15, 2020  Emergency repairs were performed to open the roadways, but further damage inspection of the highways determined that the extent of the destruction was beyond routine repair, according to the governor's office. ""Nevadans and those traveling through our state need safe roads. We will do everything in our power to maintain the safety and security of everyone traveling on our roadways,"" said Gov. Sisolak. ""This declaration of emergency will help the Nevada Department of Transportation respond quickly and efficiently.""   U.S. 95 reopens after earthquake near Tonopah The damage is expected to exceed $700,000, and a state declaration of emergency was required to access Federal Highway Administration Emergency Response funding.  The governor's office also said the Nevada Department of Transportation needs to begin reconstruction on the affected areas to protect the health and safety of those traveling within the state.   Officials say the May 15 quake was the largest felt in the state over the last six decades.  Earthquakes continue to rattle northern Nevada Report a typo","Menu NEVADA (KTNV) — Nevada Gov. Steve Sisolak has declared a state of emergency for US 95, US Route 6, and US Route 360 due to the damage caused by a 6.5 magnitude earthquake back on May 15.",Nevada,37.8445,-94.3492
654,Tonopah residents speak out after 6.5-magnitude earthquake strikes Central Nevada,2020-05-15 23:53 UTC,https://www.8newsnow.com/news/local-news/tonopah-residents-speak-out-after-6-5-magnitude-earthquake-strikes-central-nevada/,"KLAS Please enter a search term. Please enter a search term.       LAS VEGAS (KLAS) — People throughout Nevada and even California woke up to the ground shaking. A 6.5-magnitude earthquake struck 35 miles outside of Tonopah around 4 a.m.  US 95 was closed for hours due to a crack in the road but has since reopened after crews made emergency repairs, the Nevada Department of Transportation said.  People in Tonopah were shocked by the early morning quake.   Many are still checking their homes for damage, including Eason.  “You can see how it cracked right there, all the way down there, right down that way,” she noted, pointing out some of the damage to the interior.  Eason is unable to open the a window in the bedroom and also discovered cracks outside.  Brenda Wilson said her entire house was shaking.  “A lot rattling clanking, and I felt the house move,” recounted Wilson. “And yes, I have never felt, I have felt small ones, but this morning was a doozer.”  Dozens of aftershocks were felt throughout much of the day.  As Tonopah is a mining town, there was concern about the mines. We have not heard yet of any major damage to them.  “We have a web of mine shafts through Tonopah, so it was my one thought that we were going to be swallowed up because they are all over town and go deep in the ground,” explained Wilson.  Some longtime residents said they never felt an earthquake so intense.  “I have lived here all my life and never felt an earthquake like this morning,” said Wilson. 8 News Now did not find any major damage while in the town. Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets.","“You can see how it cracked right there, all the way down there, right down that way,” she noted, pointing out some of the damage to the interior.
“A lot rattling clanking, and I felt the house move,” recounted Wilson.
“We have a web of mine shafts through Tonopah, so it was my one thought that we were going to be swallowed up because they are all over town and go deep in the ground,” explained Wilson.
“I have lived here all my life and never felt an earthquake like this morning,” said Wilson.",Wilson,35.7311,-77.9284
655,Magnitude 6.4 earthquake recorded near Nevada-California border,2020-05-15 12:00 UTC,https://www.abcactionnews.com/news/national/magnitude-6-4-earthquake-recorded-near-nevada-california-border,"Menu  A magnitude 6.5 earthquake has been recorded near the California-Nevada border, according to the 
U.S. Geological Survey.

 The USGS originally reported the magnitude at 6.4, but later upgraded its strength. Several aftershocks have also hit the area. The nearest town to the quake's epicenter is Tonopah, which is about 35 miles to the west.  The epicenter is located about a four-hour drive south of Carson City. It's currently unclear if there were any injuries or damage to buildings in the area. This story is breaking and will be updated.  Report a typo","The USGS originally reported the magnitude at 6.4, but later upgraded its strength.",California,38.2969,-76.4949
656,Magnitude 6.4 earthquake recorded near Nevada-California border,2020-05-15 12:00 UTC,https://www.kgun9.com/news/national/magnitude-6-4-earthquake-recorded-near-nevada-california-border,"Menu  A magnitude 6.5 earthquake has been recorded near the California-Nevada border, according to the 
U.S. Geological Survey.

 The USGS originally reported the magnitude at 6.4, but later upgraded its strength. Several aftershocks have also hit the area. The nearest town to the quake's epicenter is Tonopah, which is about 35 miles to the west.  The epicenter is located about a four-hour drive south of Carson City. It's currently unclear if there were any injuries or damage to buildings in the area. This story is breaking and will be updated.  Report a typo","The USGS originally reported the magnitude at 6.4, but later upgraded its strength.",California,38.2969,-76.4949
657,Magnitude 6.4 earthquake recorded near Nevada-California border,2020-05-15 12:00 UTC,https://www.lex18.com/news/national/magnitude-6-4-earthquake-recorded-near-nevada-california-border,"Menu  A magnitude 6.5 earthquake has been recorded near the California-Nevada border, according to the 
U.S. Geological Survey.

 The USGS originally reported the magnitude at 6.4, but later upgraded its strength. Several aftershocks have also hit the area. The nearest town to the quake's epicenter is Tonopah, which is about 35 miles to the west.  The epicenter is located about a four-hour drive south of Carson City. It's currently unclear if there were any injuries or damage to buildings in the area. This story is breaking and will be updated.  Report a typo","The USGS originally reported the magnitude at 6.4, but later upgraded its strength.",California,38.2969,-76.4949
658,3.3 Magnitude Earthquake Hits Los Angeles,2020-05-03 13:26 UTC,https://www.theepochtimes.com/3-3-magnitude-earthquake-hits-los-angeles_3336576.html,"A 3.3 magnitude earthquake hit Los Angeles, California, jolting people awake on Sunday morning. The tremor hit about a half-mile north of Chatsworth, according to the U.S. Geological Survey (USGS).  There were no immediate reports of injuries or damage. A number of people responded to the quake on social media. Felt 1 strong jolt in Sherman Oaks-woke in ’71 went back to sleep-brother ran to my room screaming-more jolting than the #earthquake — Katie (@tweetiekate) May 3, 2020  
“Woke me from a dead sleep. Lots of loud rattling,” one person who lives near Chatsworth wrote. “I felt it also in Studio City,” another person added. “It seemed like several earthquakes in quick succession.”
Another added: “3.3 earthquake hits LA and Newsom wants people to stay inside?”
One said, “Heard a loud noise then shaking was from top and side walls. Very different from previous.”
 “Woke me from a dead sleep. Lots of loud rattling,” one person who lives near Chatsworth wrote. “I felt it also in Studio City,” another person added. “It seemed like several earthquakes in quick succession.”  One said, “Heard a loud noise then shaking was from top and side walls. Very different from previous.” Border of Chatsworth and West Hills next to the Chatsworth “Reservoir”. Woke me from a dead sleep. Lots of loud rattling. I slept through the ‘71 Sylmar quake but I haven’t slept well since January. — Angie Luckey (@Weeping_Angel_a) May 3, 2020  
The quake comes about two weeks after a 3.7 magnitude tremor hit Los Angeles on April 22.
Los Angeles sits on several major fault lines and typically experiences earthquakes on a regular basis.
Last summer, Southern California had its largest earthquake in decades on July 4 when a 6.4 magnitude quake hit the Mojave Desert before a 7.1 magnitude temblor hit the same area the next day.
 The quake comes about two weeks after a 3.7 magnitude tremor hit Los Angeles on April 22. Los Angeles sits on several major fault lines and typically experiences earthquakes on a regular basis. Last summer, Southern California had its largest earthquake in decades on July 4 when a 6.4 magnitude quake hit the Mojave Desert before a 7.1 magnitude temblor hit the same area the next day. Share this with everyone!","A 3.3 magnitude earthquake hit Los Angeles, California, jolting people awake on Sunday morning.
“It seemed like several earthquakes in quick succession.”
Another added: “3.3 earthquake hits LA and Newsom wants people to stay inside?”
“It seemed like several earthquakes in quick succession.”  One said, “Heard a loud noise then shaking was from top and side walls.
The quake comes about two weeks after a 3.7 magnitude tremor hit Los Angeles on April 22.",Los Angeles,34.1141,-118.4068
661,5.0 Magnitude Earthquake Reported in West Texas,2020-03-26 16:29 UTC,https://www.theepochtimes.com/5-0-magnitude-earthquake-reported-in-west-texas_3286850.html,"The U.S. Geological Survey said a 5.0 magnitude earthquake struck in western Texas on Thursday morning. The quake was initially registered as a 4.7 on the Richter scale before it was revised to a 5.0 later, according to the agency.  Residents in El Paso, the largest city in the region, reported feeling shaking, presumably from the earthquake. Residents in the cross-border city of Juarez, Mexico, also reported that they felt the quake. “Did we just have a small scale earthquake in El Paso? Who else felt it?” said El Pasoan Gera Alvarez, a former UTEP goalkeeper soccer coach, according to the El Paso Times. Locals wrote on the Fox14 Facebook page that they felt shaking. “I felt it on the Westside and I was texting my husband who is in quarantine at a military camp called Westbrook Basecamp about an hour away and he felt it too,” one person wrote.  There were no immediate reports of damage or injures. The USGS says that earthquakes east of the Rocky Mountains are less common than mountains west of the geographic feature. But should a quake hit, they can be felt over a larger area than the West Coast.  Share this with everyone!","Residents in El Paso, the largest city in the region, reported feeling shaking, presumably from the earthquake.
Residents in the cross-border city of Juarez, Mexico, also reported that they felt the quake.",El Paso,31.8476,-106.43
663,Salt Lake City shook by powerful earthquake,2020-03-19 01:12 UTC,https://www.cnn.com/videos/us/2020/03/18/utah-salt-lake-city-earthquake-orig-vstop-bdk.cnn,© 2023 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network.,© 2023 Cable News Network.,Salt Lake City,40.7776,-111.9311
665,Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.fox4now.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city,"Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
U.S. Geological Survey.

 The earthquake hit just after 7 a.m. local time. USGS says the earthquake's epicenter was recorded about two miles northwest of Magna, Utah, an eastern suburb of Salt Lake City, and it was likely felt by an estimated 2.8 million people. The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.  EMA officials says power was knocked out in some areas after the quake.  Utah Department of Transportation spokesman John Gleason said there are no initial reports of damage to Utah roadways or bridges.  Several local schools suspended meal services due to the earthquake. There were no immediate reports of any injuries.  This story is breaking and will be updated. ","Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.",Salt Lake City,40.7776,-111.9311
666,Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.fox47news.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city,"Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
U.S. Geological Survey.

 The earthquake hit just after 7 a.m. local time. USGS says the earthquake's epicenter was recorded about two miles northwest of Magna, Utah, an eastern suburb of Salt Lake City, and it was likely felt by an estimated 2.8 million people. The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.  EMA officials says power was knocked out in some areas after the quake.  Utah Department of Transportation spokesman John Gleason said there are no initial reports of damage to Utah roadways or bridges.  Several local schools suspended meal services due to the earthquake. There were no immediate reports of any injuries.  This story is breaking and will be updated. ","Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.",Salt Lake City,40.7776,-111.9311
667,Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.kivitv.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city,"Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
U.S. Geological Survey.

 The earthquake hit just after 7 a.m. local time. USGS says the earthquake's epicenter was recorded about two miles northwest of Magna, Utah, an eastern suburb of Salt Lake City, and it was likely felt by an estimated 2.8 million people. The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.  EMA officials says power was knocked out in some areas after the quake.  Utah Department of Transportation spokesman John Gleason said there are no initial reports of damage to Utah roadways or bridges.  Several local schools suspended meal services due to the earthquake. There were no immediate reports of any injuries.  This story is breaking and will be updated. ","Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.",Salt Lake City,40.7776,-111.9311
668,Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.wmar2news.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city,"Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
U.S. Geological Survey.

 The earthquake hit just after 7 a.m. local time. USGS says the earthquake's epicenter was recorded about two miles northwest of Magna, Utah, an eastern suburb of Salt Lake City, and it was likely felt by an estimated 2.8 million people. The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.  EMA officials says power was knocked out in some areas after the quake.  Utah Department of Transportation spokesman John Gleason said there are no initial reports of damage to Utah roadways or bridges.  Several local schools suspended meal services due to the earthquake. There were no immediate reports of any injuries.  This story is breaking and will be updated.  About WMAR","Menu  SALT LAKE CITY, Utah – A magnitude 5.7 earthquake struck just outside Salt Lake City on Wednesday morning, according to the 
The earthquake was the largest to hit Utah since a 5.9 magnitude quake shook the southern portion of the state in 1992, according to the Utah Emergency Management agency.",Salt Lake City,40.7776,-111.9311
671,"Small Earthquake Hits Northern Italy, Prompting Emergency Calls",2020-03-10 15:54 UTC,https://www.theepochtimes.com/small-earthquake-hits-northern-italy-prompting-emergency-calls_3266732.html,"A small earthquake hit northern Italy on Tuesday as the country is grappling with the COVID-19 coronavirus outbreak. A 2.9-magnitude earthquake struck about 10 miles northwest of Pisa near Tuscany, said the European Mediterranean Seismological Center.  — EMSC (@LastQuake) March 10, 2020  
According to state-backed ANSA, the quake had an epicenter in the Lucca province in Tuscany, a depth of five miles, and a magnitude of 2.6. There were no initial reports of damage.
Local residents in the area “clearly felt vibrations from the ground” and a “roar from the subsoil,” ANSA wrote. It prompted numerous calls to firefighters.
The tremor comes as Italy works to stave off the COVID-19 outbreak across the country. More than 9,000 people have been infected while at least 450 deaths have been confirmed as of Tuesday by Italian authorities.
Extraordinary measures were announced by Prime Minister Giuseppe Conte on Monday evening to essentially quarantine the entire country. Travel between Italy’s regions and inside them has been banned unless it is necessary for work, health, or other serious reasons.
“There won’t be just a red zone,” Conte told reporters, adding that all of Italy will be “a protected area.”
Italians’ “habits must be changed now,” Conte said. “We must all give up something for the good of Italy” and “we must do it immediately and we will only succeed if we will all work together and adapt to these stricter standards.”
 According to state-backed ANSA, the quake had an epicenter in the Lucca province in Tuscany, a depth of five miles, and a magnitude of 2.6. There were no initial reports of damage. Local residents in the area “clearly felt vibrations from the ground” and a “roar from the subsoil,” ANSA wrote. It prompted numerous calls to firefighters. The tremor comes as Italy works to stave off the COVID-19 outbreak across the country. More than 9,000 people have been infected while at least 450 deaths have been confirmed as of Tuesday by Italian authorities. Extraordinary measures were announced by Prime Minister Giuseppe Conte on Monday evening to essentially quarantine the entire country. Travel between Italy’s regions and inside them has been banned unless it is necessary for work, health, or other serious reasons. “There won’t be just a red zone,” Conte told reporters, adding that all of Italy will be “a protected area.” Italians’ “habits must be changed now,” Conte said. “We must all give up something for the good of Italy” and “we must do it immediately and we will only succeed if we will all work together and adapt to these stricter standards.” Share this with everyone!","“There won’t be just a red zone,” Conte told reporters, adding that all of Italy will be “a protected area.”
Italians’ “habits must be changed now,” Conte said.
“We must all give up something for the good of Italy” and “we must do it immediately and we will only succeed if we will all work together and adapt to these stricter standards.”
“There won’t be just a red zone,” Conte told reporters, adding that all of Italy will be “a protected area.” Italians’ “habits must be changed now,” Conte said.",Italy,32.1857,-96.8867
779,"SLIDESHOW: 6.5 earthquake damages US 95 near Tonopah, highway closed",2020-05-15 18:01 UTC,https://www.8newsnow.com/news/slideshow-6-5-earthquake-damages-us-95-near-tonopah/,"KLAS Please enter a search term. Please enter a search term.       LAS VEGAS (KLAS) — US 95, the major north-south freeway in Nevada, has reopened after it sustained damage following a 6.5 magnitude quake near Tonopah that struck around 4 a.m. The Nevada Department of Transportation reopened the highway around 2 p.m. after crews made emergency repairs in four locations.  According to a news release from the Nevada Department of Transportation, “Crews, as a temporary fix, shaved down cracked roadway surfaces with up to 3-inch gaps along a half-mile-long section of U.S. Highway 95 located roughly 6 miles north of Coaldale. The largest repair entailed a 9-foot-wide by 40-foot-long pavement patch. Permanent repairs will be scheduled in the future, although it’s too early yet to determine the cost and timeline.”    Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets.","KLAS Please enter a search term.
LAS VEGAS (KLAS) — US 95, the major north-south freeway in Nevada, has reopened after it sustained damage following a 6.5 magnitude quake near Tonopah that struck around 4 a.m. The Nevada Department of Transportation reopened the highway around 2 p.m. after crews made emergency repairs in four locations.",Nevada,37.8445,-94.3492
