Title,Time,Url,Body
Three-year-old girl rescued alive after 65 hours trapped under rubble in Turkey earthquake,2020-11-02 07:56 UTC,https://edition.cnn.com/2020/11/02/europe/turkey-earthquake-girl-rescue-intl-hnk/index.html,"
      A 3-year-old girl has been rescued alive from a collapsed apartment building in Izmir, Turkey, following Friday’s strong earthquake, according to Turkish state news agency Anadolu.
   
      The child, identified by authorities as Elif Perincek, was rescued on Monday morning, more than 65 hours after the devastating quake struck. 
   
      Emergency workers who had worked tirelessly to rescue her applauded as Elif – wrapped in a foil blanket and covered in dust – was carried through the wreckage and into an ambulance.
   
      Muammer Celik, the firefighter who pulled the girl from the rubble of her home, told CNN that she held tight to his hand until he brought her to safety.
   
      “I thought she might be in the space between her bed and her dresser. I went in that direction and that’s where I found her lying on her back. I picked her up. I cleaned her face got rid of the dust. She held my finger and wouldn’t let go until we got to ambulance,” Celik said.
   
      “Elif is our miracle,” he added.
   
      Turkish Health Minister Fahrettin Koca said Perincek’s mother and two others were rescued earlier, but, unfortunately, one of her siblings had died. 
   
      Koca said later on Monday that the 3-year-old had been taken to hospital and was being treated in intensive care. He said she had not sustained any serious fractures or muscle crush injuries and was in good condition.
   
      News of the rescue came just hours after another child was found alive under the rubble and safely brought to the surface by rescue teams. Turkey’s Disaster and Emergency Management Authority (AFAD) said that 14-year-old Idil Sirin was rescued after she had spent more than 58 hours trapped under a collapsed building. 
   
      In phone video showing the dramatic moment of Sirin’s rescue, dozens of onlookers are heard cheering excitedly as she is freed from the wreckage. She was given first aid at the scene before being transported to a local hospital, according to Anadolu.
   
      At least 91 people died and 994 were injured after the earthquake – measured as magnitude-7.0 by the US Geological Survey – struck in the Aegean Sea on Friday, shaking parts of Greece and Turkey. 
   
      The quake struck 14 kilometers (8.7 miles) northeast of the town of Néon Karlovásion on Samos, the USGS reported, at a relatively shallow depth of 21 kilometers (13 miles), making its impact powerfully felt at ground level around the epicenter.
   
      Some 20 buildings were seriously damaged in Izmir by the tremor, according to Izmir Mayor Tunc Soyer, the majority of them in the middle-class Bayrakli district.
   
      More than 900 aftershocks have been registered since the initial quake, 42 of them with a magnitude over 4.0, Turkey’s disaster agency said. The earthquake also triggered what authorities called a “mini tsunami,” causing streets to flood Friday in parts of Turkey’s wider Izmir province, as well as on Samos.
   © 2023 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 2016 Cable News Network."
"Strong Earthquake Strikes Turkish Coast and Greek Island, Killing 27",2020-10-31 10:18 UTC,https://www.theepochtimes.com/strong-earthquake-strikes-turkish-coast-and-greek-island-killing-27_3559749.html,"IZMIR, Turkey—Three young children and their mother were rescued alive from the rubble of a collapsed building in western Turkey on Saturday, some 23 hours after a powerful earthquake in the Aegean Sea killed at least 30 people and injured more than 800 others. The Friday afternoon quake that struck Turkey’s Aegean coast and north of the Greek island of Samos registered a magnitude that Turkish authorities put at 6.6 while other seismology institutes said it measured 6.9. It toppled buildings in Izmir, Turkey’s third-largest city, and triggered a small tsunami in the Seferihisar district and on the Greek island. Hundreds of aftershocks followed. At least 28 people were killed in Izmir, Health Minister Fahrettin Koca wrote on Twitter. Among them was an elderly woman who drowned in the tsunami. But rescue teams on Saturday made contact with 38-year old Seher Perincek and her four children—ages 3, 7 and 10-year-old twins—inside a fallen building in Izmir and cleared a corridor to bring them out. One by one, the mother and three of her children were removed from the rubble as rescuers applauded or hugged. Efforts were still underway to rescue the remaining child, the state-run Anadolu Agency reported. The survivors, including 10-year-old Elzem Perincek, were moved into ambulances on stretchers. The girl was speaking and said one of her feet hurt. “I’m fine; I was rescued because only one of my feet was pinned. That foot really hurt,” she said. Earlier Saturday, search-and-rescue teams working on eight collapsed buildings lifted teenager Inci Okan out of the rubble of a devastated eight-floor apartment block. Her dog, Fistik, or Pistachio, was also rescued, Turkish media reported. A video showed a female rescuer trying to calm down the 16-year-old girl under the rubble as she inserted a catheter. “I’m so scared,” the girl cried. “Can you hold my hand?” “We are going to get out of here soon,” the rescuer, Edanur Dogan, said. “Your mother is waiting outside for you.” Friends and relatives waited outside the building for news of loved ones still trapped inside, including employees of a dental clinic that was located on the ground floor. Two other women, aged 53 and 35, were brought out from the rubble of another toppled two-story building earlier on Saturday. In all, around 100 people have been rescued since the earthquake, Murat Kurum, the environment and urban planning minister, told reporters. It was unclear how many more people were trapped under buildings that were leveled. Some 5,000 rescue personnel were working on the ground, Kurum said. Turkey’s Disaster and Emergency Management Presidency, or AFAD, said 885 people were injured in Izmir and three other provinces. The health minister said seven people were being treated in intensive care, with three of them in critical condition. Two teenagers were killed on Samos after being struck by a collapsing wall. At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said. The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. The earthquake, which the Istanbul-based Kandilli Institute said had a magnitude of 6.9, was centered in the Aegean northeast of Samos. AFAD said it measured 6.6. and hit at a depth of some 16 kilometers (10 miles). It was felt across the eastern Greek islands and as far as Athens and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Turkey is crossed by fault lines and is prone to earthquakes. In 1999, two powerful quakes killed some 18,000 people in northwestern Turkey. Earthquakes are frequent in Greece as well. Authorities warned residents in Izmir not to return to damaged buildings, saying they could collapse in strong aftershocks. Many people spent the night out in the streets, too frightened to return to their homes, even if they sustained no damage. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity, and the leaders of Greece and Turkey held a telephone conversation. “I thank President Erdogan for his positive response to my call,” the Greek Prime Minister Kyriakos Mitsotakis said on Saturday before traveling to Samos, where he visited the families of the teenagers who were killed. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and nominal NATO allies. By Mehmet Guzel and Suzan Fraser Share this with everyone!"
"Powerful earthquake strikes Turkey and Greece, killing at least 19",2020-10-30 22:47 UTC,https://www.cbsnews.com/news/greece-earthquake-turkey-magnitude-death-toll-today-2020-10-30/,"Watch CBS News 
            By Holly Williams
           
October 30, 2020 / 6:47 PM
          / CBS News
         The death toll is climbing by the hour after a powerful earthquake struck the Aegean Sea off the coast of Turkey and the Greek island of Samos. At least 19 people are dead and hundreds are injured after the magnitude 7.0 earthquake hit early Friday, rattling cities and unleashing a tsunami that flooded streets in western Turkey.  Turkey's Disaster and Emergency Management Presidency said 17 people died and 709 people were injured, Reuters reported. Two teenagers, a boy and a girl, died on Samos. It's not yet clear how many people have been crushed in their own homes in Turkey, a country that's infamous for poor quality construction. Rescue workers are searching through the rubble for survivors and bodies.  Duygu Kati, a high school principal, told CBS News she safely evacuated all her students. She said the building almost collapsed.  Because it's positioned on a number of major fault lines, Turkey is one of the world's most earthquake-prone countries, according to Reuters. More than 17,000 people have died as a result of earthquakes in the nation in recent decades.  Greek seismologist Akis Tselentis told a state broadcaster that there's a heightened risk of aftershocks powerful enough to topple buildings because the earthquake's epicenter had a shallow depth, The Associated Press reported.  Turkey and Greece are currently fighting over exploration rights in the Mediterranean, Reuters reported — but both leaders tweeted about the need for solidarity during times of crisis.  ""Whatever our differences, these are times when our people need to stand together,"" wrote Greek Prime Minister Kyriakos Mitsotakis. ""That two neighbors show solidarity in difficult times is more valuable than many things in life,"" Turkish President Tayyip Erdogan said.    Copyright ©2023 CBS Interactive Inc. All rights reserved."
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:03 UTC,https://www.wsls.com/news/world/2020/10/30/strong-aegean-sea-earthquake-topples-buildings-in-turkey/,"See the complete list WEATHER ALERT Associated Press   Associated Press Copyright 2020 The Associated Press. All rights reserved Members of rescue services search in the debris of a collapsed building for survivors in Izmir, Turkey, early Saturday, Oct. 31, 2020. A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing several people and injuring hundreds amid collapsed buildings and flooding. (AP Photo/Emrah Gurel) ISTANBUL – A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 19 people and injuring over 700 amid collapsed buildings and flooding, officials said. A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute. At least 17 people were killed in Izmir, Turkey’s third-largest city, including one who drowned, and 709 were injured, according to Turkey’s Disaster and Emergency Management Presidency, or AFAD.  Among the dead were the wife and two children of the secretary-general of the Turkish Medical Association’s Izmir branch, the group said. On Samos, two teenagers died after being struck by a wall that collapsed. Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying “Words are too poor to describe what one feels before the loss of children.” At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said.  The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed. Others suffered less severe damage, he said, but did not give an exact number. Search-and-rescue efforts were underway in at least 17 buildings, AFAD said. Turkish media showed rescuers pulling people from the rubble, including one survivor who was found about six hours after the quake. Emergency teams continued digging after nightfall and cranes lifted concrete slabs from the wreckage.  It was felt across the eastern Greek islands and as far as the Greek capital, Athens, and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Istanbul’s governor said there were no reports of damage in the city, Turkey’s largest. Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion. Izmir Mayor Tunc Soyer urged residents to not enter damaged buildings and to be mindful of social distancing and mask mandates amid the COVID-19 pandemic. Clouds of dust or smoke rose from several spots as buildings collapsed in the quake. Greek seismologist Akis Tselentis told Greek state broadcaster ERT that due to the shallow depth of its epicenter — roughly 10 kilometers — potentially powerful aftershocks could be expected for several weeks and warned that buildings could collapse in a strong aftershock. The government and cities like Istanbul sent more than 3,000 rescue personnel to Izmir, as well as relief supplies. The Turkish Red Crescent set up kitchens.  France offered assistance to both countries. The secretary of state for European affairs tweeted France’s “full solidarity with Greece and Turkey” and said “we are ready to offer the necessary aid.”  The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers. Some islanders planned to spend the night in emergency tents for fear of aftershocks. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity. “We pray that there is no further loss of live in Turkey or Greece and we send our best wishes to all those affected on both sides of the earthquake,"" Turkey’s Communications Director Fahrettin Altun tweeted. ""This tragedy reminds us once again how close we are despite our differences over policy. We’re ready to help if Greece needs it.”  Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey’s President Recep Tayyip Erdogan “to offer my condolences for the tragic loss of life from the earthquake that struck both our countries. Whatever our differences, these are times when our people need to stand together.” Erdogan responded to the tweet with his thanks and offered his condolences. “Turkey, too, is always ready to help Greece heal its wounds. That two neighbors show solidarity in difficult times is more valuable than many things in life,” he wrote. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and NATO allies. —- Becatoros reported from Athens. Angela Charlton in Paris and Amer Cohadzic in Sarajevo, Bosnia, contributed. Copyright 2020 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed without permission. Click here to take a moment and familiarize yourself with our Community Guidelines. If you need help with the Public File, call 540-512-1558. Copyright © 2023 WSLS.com is managed by Graham Digital and published by Graham Media Group, a division of Graham Holdings."
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:03 UTC,https://www.ksat.com/news/world/2020/10/30/strong-aegean-sea-earthquake-topples-buildings-in-turkey/,"See the complete list WEATHER ALERT Associated Press   Associated Press Copyright 2020 The Associated Press. All rights reserved Members of rescue services search in the debris of a collapsed building for survivors in Izmir, Turkey, early Saturday, Oct. 31, 2020. A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing several people and injuring hundreds amid collapsed buildings and flooding. (AP Photo/Emrah Gurel) ISTANBUL – A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 19 people and injuring over 700 amid collapsed buildings and flooding, officials said. A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute. At least 17 people were killed in Izmir, Turkey’s third-largest city, including one who drowned, and 709 were injured, according to Turkey’s Disaster and Emergency Management Presidency, or AFAD.  Among the dead were the wife and two children of the secretary-general of the Turkish Medical Association’s Izmir branch, the group said. On Samos, two teenagers died after being struck by a wall that collapsed. Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying “Words are too poor to describe what one feels before the loss of children.” At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said.  The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed. Others suffered less severe damage, he said, but did not give an exact number. Search-and-rescue efforts were underway in at least 17 buildings, AFAD said. Turkish media showed rescuers pulling people from the rubble, including one survivor who was found about six hours after the quake. Emergency teams continued digging after nightfall and cranes lifted concrete slabs from the wreckage.  It was felt across the eastern Greek islands and as far as the Greek capital, Athens, and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Istanbul’s governor said there were no reports of damage in the city, Turkey’s largest. Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion. Izmir Mayor Tunc Soyer urged residents to not enter damaged buildings and to be mindful of social distancing and mask mandates amid the COVID-19 pandemic. Clouds of dust or smoke rose from several spots as buildings collapsed in the quake. Greek seismologist Akis Tselentis told Greek state broadcaster ERT that due to the shallow depth of its epicenter — roughly 10 kilometers — potentially powerful aftershocks could be expected for several weeks and warned that buildings could collapse in a strong aftershock. The government and cities like Istanbul sent more than 3,000 rescue personnel to Izmir, as well as relief supplies. The Turkish Red Crescent set up kitchens.  France offered assistance to both countries. The secretary of state for European affairs tweeted France’s “full solidarity with Greece and Turkey” and said “we are ready to offer the necessary aid.”  The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers. Some islanders planned to spend the night in emergency tents for fear of aftershocks. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity. “We pray that there is no further loss of live in Turkey or Greece and we send our best wishes to all those affected on both sides of the earthquake,"" Turkey’s Communications Director Fahrettin Altun tweeted. ""This tragedy reminds us once again how close we are despite our differences over policy. We’re ready to help if Greece needs it.”  Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey’s President Recep Tayyip Erdogan “to offer my condolences for the tragic loss of life from the earthquake that struck both our countries. Whatever our differences, these are times when our people need to stand together.” Erdogan responded to the tweet with his thanks and offered his condolences. “Turkey, too, is always ready to help Greece heal its wounds. That two neighbors show solidarity in difficult times is more valuable than many things in life,” he wrote. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and NATO allies. —- Becatoros reported from Athens. Angela Charlton in Paris and Amer Cohadzic in Sarajevo, Bosnia, contributed. Copyright 2020 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed without permission. If you need help with the Public File, call 210-351-1241. Copyright © 2023 KSAT.com is managed by Graham Digital and published by Graham Media Group, a division of Graham Holdings."
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:03 UTC,https://www.local10.com/news/world/2020/10/30/strong-aegean-sea-earthquake-topples-buildings-in-turkey/,"Associated Press   Associated Press Copyright 2020 The Associated Press. All rights reserved Members of rescue services search in the debris of a collapsed building for survivors in Izmir, Turkey, early Saturday, Oct. 31, 2020. A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing several people and injuring hundreds amid collapsed buildings and flooding. (AP Photo/Emrah Gurel) ISTANBUL – A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 19 people and injuring over 700 amid collapsed buildings and flooding, officials said. A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute. At least 17 people were killed in Izmir, Turkey’s third-largest city, including one who drowned, and 709 were injured, according to Turkey’s Disaster and Emergency Management Presidency, or AFAD.  Among the dead were the wife and two children of the secretary-general of the Turkish Medical Association’s Izmir branch, the group said. On Samos, two teenagers died after being struck by a wall that collapsed. Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying “Words are too poor to describe what one feels before the loss of children.” At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said.  The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed. Others suffered less severe damage, he said, but did not give an exact number. Search-and-rescue efforts were underway in at least 17 buildings, AFAD said. Turkish media showed rescuers pulling people from the rubble, including one survivor who was found about six hours after the quake. Emergency teams continued digging after nightfall and cranes lifted concrete slabs from the wreckage.  It was felt across the eastern Greek islands and as far as the Greek capital, Athens, and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Istanbul’s governor said there were no reports of damage in the city, Turkey’s largest. Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion. Izmir Mayor Tunc Soyer urged residents to not enter damaged buildings and to be mindful of social distancing and mask mandates amid the COVID-19 pandemic. Clouds of dust or smoke rose from several spots as buildings collapsed in the quake. Greek seismologist Akis Tselentis told Greek state broadcaster ERT that due to the shallow depth of its epicenter — roughly 10 kilometers — potentially powerful aftershocks could be expected for several weeks and warned that buildings could collapse in a strong aftershock. The government and cities like Istanbul sent more than 3,000 rescue personnel to Izmir, as well as relief supplies. The Turkish Red Crescent set up kitchens.  France offered assistance to both countries. The secretary of state for European affairs tweeted France’s “full solidarity with Greece and Turkey” and said “we are ready to offer the necessary aid.”  The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers. Some islanders planned to spend the night in emergency tents for fear of aftershocks. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity. “We pray that there is no further loss of live in Turkey or Greece and we send our best wishes to all those affected on both sides of the earthquake,"" Turkey’s Communications Director Fahrettin Altun tweeted. ""This tragedy reminds us once again how close we are despite our differences over policy. We’re ready to help if Greece needs it.”  Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey’s President Recep Tayyip Erdogan “to offer my condolences for the tragic loss of life from the earthquake that struck both our countries. Whatever our differences, these are times when our people need to stand together.” Erdogan responded to the tweet with his thanks and offered his condolences. “Turkey, too, is always ready to help Greece heal its wounds. That two neighbors show solidarity in difficult times is more valuable than many things in life,” he wrote. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and NATO allies. —- Becatoros reported from Athens. Angela Charlton in Paris and Amer Cohadzic in Sarajevo, Bosnia, contributed. Copyright 2020 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed without permission. If you need help with the Public File, call (954) 364-2526. Copyright © 2023 Local10.com is published by WPLG INC., a Berkshire Hathaway company."
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:03 UTC,https://www.news4jax.com/news/world/2020/10/30/strong-aegean-sea-earthquake-topples-buildings-in-turkey/,"Associated Press   Associated Press Copyright 2020 The Associated Press. All rights reserved Members of rescue services search in the debris of a collapsed building for survivors in Izmir, Turkey, early Saturday, Oct. 31, 2020. A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing several people and injuring hundreds amid collapsed buildings and flooding. (AP Photo/Emrah Gurel) ISTANBUL – A strong earthquake struck Friday in the Aegean Sea between the Turkish coast and the Greek island of Samos, killing at least 19 people and injuring over 700 amid collapsed buildings and flooding, officials said. A small tsunami struck the Seferihisar district south of Izmir, the city in western Turkey that was the worst affected by the quake, said Haluk Ozener, director of the Istanbul-based Kandilli Observatory and Earthquake Research Institute. At least 17 people were killed in Izmir, Turkey’s third-largest city, including one who drowned, and 709 were injured, according to Turkey’s Disaster and Emergency Management Presidency, or AFAD.  Among the dead were the wife and two children of the secretary-general of the Turkish Medical Association’s Izmir branch, the group said. On Samos, two teenagers died after being struck by a wall that collapsed. Greek Prime Minister Kyriakos Mitsotakis tweeted condolences, saying “Words are too poor to describe what one feels before the loss of children.” At least 19 people were injured on the island, with two, including a 14-year-old, being airlifted to Athens and seven hospitalized on the island, health authorities said.  The small tsunami that hit the Turkish coast also affected Samos, with seawater flooding streets in the main harbor town of Vathi. Authorities warned people to stay away from the coast and from potentially damaged buildings. Izmir Gov. Yavuz Selim Kosger said at least 70 people were rescued from wrecked buildings, with four destroyed and more than 10 collapsed. Others suffered less severe damage, he said, but did not give an exact number. Search-and-rescue efforts were underway in at least 17 buildings, AFAD said. Turkish media showed rescuers pulling people from the rubble, including one survivor who was found about six hours after the quake. Emergency teams continued digging after nightfall and cranes lifted concrete slabs from the wreckage.  It was felt across the eastern Greek islands and as far as the Greek capital, Athens, and in Bulgaria. In Turkey, it shook the regions of Aegean and Marmara, including Istanbul. Istanbul’s governor said there were no reports of damage in the city, Turkey’s largest. Video on Twitter showed flooding in the Seferihisar district, and Turkish officials and broadcasters called on people to stay off the streets after reports of traffic congestion. Izmir Mayor Tunc Soyer urged residents to not enter damaged buildings and to be mindful of social distancing and mask mandates amid the COVID-19 pandemic. Clouds of dust or smoke rose from several spots as buildings collapsed in the quake. Greek seismologist Akis Tselentis told Greek state broadcaster ERT that due to the shallow depth of its epicenter — roughly 10 kilometers — potentially powerful aftershocks could be expected for several weeks and warned that buildings could collapse in a strong aftershock. The government and cities like Istanbul sent more than 3,000 rescue personnel to Izmir, as well as relief supplies. The Turkish Red Crescent set up kitchens.  France offered assistance to both countries. The secretary of state for European affairs tweeted France’s “full solidarity with Greece and Turkey” and said “we are ready to offer the necessary aid.”  The Greek minister responsible for civil protection and crisis management, Nikos Hardalias, headed to Samos along with a search-and-rescue team, paramedics and engineers. Some islanders planned to spend the night in emergency tents for fear of aftershocks. In a show of solidarity rare in recent months of tense bilateral relations, Greek and Turkish government officials issued mutual messages of solidarity. “We pray that there is no further loss of live in Turkey or Greece and we send our best wishes to all those affected on both sides of the earthquake,"" Turkey’s Communications Director Fahrettin Altun tweeted. ""This tragedy reminds us once again how close we are despite our differences over policy. We’re ready to help if Greece needs it.”  Mitsotakis, the Greek prime minister, tweeted that he had phoned Turkey’s President Recep Tayyip Erdogan “to offer my condolences for the tragic loss of life from the earthquake that struck both our countries. Whatever our differences, these are times when our people need to stand together.” Erdogan responded to the tweet with his thanks and offered his condolences. “Turkey, too, is always ready to help Greece heal its wounds. That two neighbors show solidarity in difficult times is more valuable than many things in life,” he wrote. Relations between Turkey and Greece have been particularly tense, with warships from both facing off in the eastern Mediterranean in a dispute over maritime boundaries and energy exploration rights. The ongoing tension has led to fears of open conflict between the two neighbors and NATO allies. —- Becatoros reported from Athens. Angela Charlton in Paris and Amer Cohadzic in Sarajevo, Bosnia, contributed. Copyright 2020 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed without permission. Click here to take a moment and familiarize yourself with our Community Guidelines. For assistance with WJXT’s or WCWJ's FCC public inspection file, call (904) 393-9801. Copyright © 2023 News4JAX.com is managed by Graham Digital and published by Graham Media Group, a division of Graham Holdings."
U.S. Geological Survey reports 3.0 magnitude earthquake outside Junction City,2020-10-24 03:24 UTC,https://www.ksnt.com/news/local-news/u-s-geological-survey-reports-3-0-magnitude-earthquake-outside-junction-city/,"KSNT 27 News Please enter a search term. Please enter a search term.     HOPE, Kan. (KSNT) – A 3.0 magnitude earthquake was reported Friday night in Hope, Kan., west of Junction City, according to the U.S. Geological Survey (USGS).   A 3.0 magnitude earthquake is considered weak. In 2018, the Kansas Geological Survey reported less than 10 within the month of Oct.  Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Thanks for signing up! Watch for us in your inbox. Subscribe Now Thanks for signing up! Watch for us in your inbox. Subscribe Now"
No Tsunami Threat To California After 7.5 Earthquake In Alaska,2020-10-20 00:13 UTC,https://losangeles.cbslocal.com/2020/10/19/alaska-earthquake/,"Watch CBS News 
October 19, 2020 / 5:13 PM
          / KCAL News
         LOS ANGELES (CBSLA) -- The National Tsunami Warning Center assured Americans on the West Coast Monday that there is currently no tsunami threat following a magnitude 7.5 earthquake in Alaska. ""For other U.S. and Canadian Pacific coasts in North America, there is no tsunami threat,"" the center said.  Several aftershocks were also recorded at magnitudes 5.8, 5.7, 5.2 and 5.5, and so far, there have been no reports of damage. The initial earthquake prompted a tsunami warning in the region, which has since been downgraded to an advisory, officials said. Check tsunami.gov for updated info.   ©2023 CBS Broadcasting Inc. All Rights Reserved."
7.5 Alaska Earthquake Prompts Tsunami Warning For Region,2020-10-19 21:47 UTC,https://sanfrancisco.cbslocal.com/2020/10/19/7-4-alaska-earthquake-prompts-tsunami-warning-for-region/,"Watch CBS News 
October 19, 2020 / 3:37 PM
          / CBS San Francisco
         SAN FRANCISCO (CBS SF) -- A large earthquake measuring 7.5 magnitude struck Alaska on Monday, prompting a tsunami warning for South Alaska and the Alaska Peninsula.  The quake was originally measured at 7.4 magnitude before the USGS upgraded it to 7.5. The tsunami warning was in effect for Pacific coasts from Kennedy Entrance, Alaska to Unimak Pass, Alaska. The National Tsunami Warning Center said the tsunami danger was still being evaluated for other U.S. and Canadian Pacific coast. Just after 3 p.m. PT, the California Office of Emergency Services tweeted that there was no tsunami threat to California at this time.  There was no immediate word of any damage or injuries.   ©2023 CBS Broadcasting Inc. All Rights Reserved."
Magnitude 3.3 earthquake felt in Flagstaff Tuesday,2020-10-13 20:52 UTC,https://azdailysun.com/news/local/magnitude-3-3-earthquake-felt-in-flagstaff-tuesday/article_c18301c3-3845-5a9b-abd7-1e91cd76251c.html,"Subscribe to our Daily Headlines newsletter.  As of Tuesday afternoon, 47 citizens in areas throughout Flagstaff and Kachina Village, near Grand Canyon Village and west of Winslow had reported feeling light shaking from the earthquake. No damage has been reported yet. Magnitude 3 earthquakes are considered minor and are often felt but typically only cause minor damage. An estimated 30,000 similarly sized earthquakes occur each year. Smaller aftershocks may occur in the hours, days and even weeks following the earthquake.   Subscribe to our Daily Headlines newsletter. ADOT crews will be busy on Interstate 17 this week-- controlled rock blasting and pothole filling operations are scheduled to get underway.  In-N-Out has been a long time coming, and here are some of the reasons why.  Residents take to the water kayaking the normally dry wash. NAU studentBrendan Trachsel is leading a push to recognize Macy's as a historic site.  This year's finalists for both rookie and teacher of the year are all from FUSD.   Get up-to-the-minute news sent straight to your device."
